duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,duration_minutes_log,tags_count_log
9,0.5569420099212365,-0.8931155795001856,35.0,1,4,Tecnologia,Português,Não,580583,14.0,430,7,5241.0,14282,3388.0,870,Não,Tarde,Seg-Qui,-1.3278413003221337,0.6905026350833788
34,0.8631055028140058,0.0066288487879243,41.0,0,4,Gaming,Português,Sim,264286,70.0,148,3,5858.0,34500,2061.0,379,Sim,Manhã,Seg-Qui,0.3838428928192983,0.865822366841576
13,-1.2034980742121868,0.0102863464638922,41.0,1,0,Vlogs,Português,Não,171603,32.0,332,2,4320.0,12654,2808.0,843,Sim,Manhã,Sábado,-0.8681101114706627,0.865822366841576
26,1.169268995706775,-0.3554634211329004,19.0,1,0,Música,Português,Sim,804410,19.0,258,27,3382.0,35338,2934.0,13,Não,Tarde,Seg-Qui,0.0292656723666827,0.0219969850456136
3,1.6667846716575252,0.921003267779906,48.0,1,2,Tecnologia,Português,Não,185617,96.0,226,11,2931.0,14281,1527.0,309,Sim,Madrugada,Sexta,-2.579794304612095,1.0411420985997728
50,-1.2800389474353793,0.9502632491876496,36.0,0,0,Gaming,Português,Sim,630010,28.0,35,17,2498.0,24675,4445.0,988,Não,Manhã,Seg-Qui,0.8982344608659233,0.7216642284704005
48,-0.1701962856990905,1.0855906631984629,38.0,1,2,Tecnologia,Português,Não,442433,96.0,59,1,650.0,44791,4946.0,325,Não,Madrugada,Sexta,0.8435740816707699,0.7815373684640533
17,0.5569420099212365,0.3796936117366529,10.0,1,4,Vlogs,Inglês,Sim,864520,44.0,81,3,565.0,16976,3043.0,318,Não,Madrugada,Seg-Qui,-0.5247323574862356,-0.6579391834166575
25,0.5569420099212365,0.4052960954684284,44.0,1,0,Música,Inglês,Sim,474140,45.0,14,28,18.0,27330,1960.0,262,Não,Tarde,Sábado,-0.0222999665265228,0.9442898230725484
48,0.7100237563676212,-1.4527127239232784,23.0,1,0,Tecnologia,Português,Não,892652,86.0,492,9,2752.0,41848,3294.0,368,Não,Tarde,Seg-Qui,0.8435740816707699,0.2293562160699116
13,1.7050551082691214,1.5427778726944537,43.0,0,2,Fitness,Inglês,Sim,22587,59.0,241,15,7413.0,16161,4944.0,948,Não,Manhã,Sábado,-0.8681101114706627,0.9187308371229655
25,0.1359672071936787,1.6525028029734914,49.0,0,0,Música,Português,Sim,267304,12.0,65,29,3259.0,43877,3524.0,118,Sim,Manhã,Sexta,-0.0222999665265228,1.064119183304595
6,-1.5862024403281485,-0.6882957096459817,50.0,1,0,Tecnologia,Inglês,Sim,294096,31.0,321,7,1385.0,14248,342.0,213,Não,Manhã,Sexta,-1.815175998890686,1.0866412461950363
37,1.4754324885995445,-0.7833906492211479,2.0,1,4,Culinária,Português,Não,248193,77.0,231,14,7446.0,25533,14.0,172,Não,Manhã,Sexta,0.4962070481832649,-2.135648814739524
20,-0.4380893419802636,0.9502632491876496,33.0,1,4,Gaming,Português,Não,136903,107.0,492,3,1794.0,37358,2578.0,311,Não,Madrugada,Seg-Qui,-0.3141120816177444,0.6254948271815692
11,0.7482941929792173,-1.2149753749853631,40.0,1,0,Gaming,Inglês,Não,79982,81.0,491,17,9328.0,22474,2703.0,457,Não,Tarde,Sábado,-1.0787303873391532,0.8384155705588447
23,0.5569420099212365,1.0453581887628156,40.0,1,1,Fitness,Português,Sim,160580,46.0,413,9,6645.0,11430,4341.0,510,Não,Tarde,Seg-Qui,-0.1316644999191294,0.8384155705588447
9,-0.9356050179310138,0.672293425814087,14.0,1,4,Educação,Inglês,Sim,932302,31.0,106,9,2048.0,408,1251.0,949,Não,Manhã,Domingo,-1.3278413003221337,-0.3051916062107305
23,-0.6294415250382445,-1.1418254214660046,50.0,1,0,Tecnologia,Inglês,Não,930371,10.0,255,10,706.0,4999,383.0,671,Não,Tarde,Domingo,-0.1316644999191294,1.0866412461950363
34,1.5519733618227367,-1.683135077509258,1.0,0,1,Tecnologia,Inglês,Não,199402,38.0,100,23,804.0,5646,4815.0,136,Sim,Noite,Domingo,0.3838428928192983,-2.596795233752991
53,-1.1652276376005908,1.2940680307286347,32.0,1,0,Culinária,Português,Não,889060,96.0,184,28,3682.0,47654,2099.0,962,Não,Manhã,Sábado,0.9763315597867064,0.5915422458666215
44,0.939646376037198,1.0819331655224949,29.0,0,0,Educação,Português,Sim,939267,38.0,409,30,5351.0,36905,1496.0,188,Não,Tarde,Sexta,0.7272206468037256,0.4831434040590813
18,-1.47139113049336,1.2062880865054044,50.0,1,0,Tecnologia,Inglês,Não,986441,104.0,94,18,1241.0,33520,3507.0,554,Não,Noite,Seg-Qui,-0.4508588392367588,1.0866412461950363
4,-0.9356050179310138,1.4513404307952555,33.0,1,4,Fitness,Português,Não,907629,4.0,337,24,5615.0,15421,3224.0,796,Não,Tarde,Seg-Qui,-2.2749071877421576,0.6254948271815692
59,1.360621178764756,0.3979811001164925,48.0,1,4,Gaming,Inglês,Não,945959,106.0,168,3,694.0,46889,3527.0,48,Não,Manhã,Sexta,1.120288504370831,1.0411420985997728
55,-0.2467371589222828,-0.0701786024074021,36.0,0,0,Vlogs,Português,Sim,958334,43.0,171,28,789.0,28269,1240.0,75,Não,Manhã,Sexta,1.0260216633693853,0.7216642284704005
57,1.628514235045929,-0.7285281840816289,15.0,0,0,Fitness,Português,Não,754823,82.0,328,8,7100.0,14171,4662.0,146,Não,Tarde,Sexta,1.0739678901879848,-0.2317902029435559
58,-0.4763597785918598,0.3321461419490699,19.0,1,0,Vlogs,Português,Sim,821059,30.0,327,6,792.0,16201,4896.0,418,Não,Tarde,Sexta,1.0973244804669642,0.0219969850456136
24,1.5137029252111405,-0.2676834769096701,30.0,1,4,Vlogs,Português,Não,786786,50.0,392,2,1660.0,21083,4837.0,54,Não,Madrugada,Sábado,-0.0758882960321731,0.5204361552046979
2,1.5137029252111405,-0.1981910210662795,49.0,0,0,Gaming,Português,Sim,477138,8.0,393,6,463.0,35075,1165.0,96,Não,Tarde,Sexta,-2.972862162179201,1.064119183304595
12,0.6334828831444288,1.4513404307952555,4.0,1,0,Tecnologia,Espanhol,Não,463666,1.0,410,29,2278.0,38681,295.0,686,Não,Manhã,Domingo,-0.9693658539465466,-1.5546730354940097
55,-0.0171145392527058,0.372378616384717,1.0,1,2,Tecnologia,Português,Sim,483539,109.0,4,18,9457.0,5019,1898.0,446,Não,Tarde,Domingo,1.0260216633693853,-2.596795233752991
41,1.5137029252111405,-1.3576177843481123,41.0,1,0,Tecnologia,Português,Não,302802,35.0,202,28,9901.0,31090,529.0,340,Não,Manhã,Seg-Qui,0.6329538058022793,0.865822366841576
46,-1.3565798206585715,-0.7431581747855006,23.0,1,4,Educação,Português,Não,30272,89.0,99,26,1886.0,23317,4940.0,128,Não,Madrugada,Sábado,0.7866355406153093,0.2293562160699116
48,-0.285007595533879,0.2004762256142244,38.0,0,2,Fitness,Português,Sim,703062,51.0,111,1,9112.0,5259,3668.0,510,Não,Manhã,Sexta,0.8435740816707699,0.7815373684640533
56,0.1359672071936787,1.224575574885244,8.0,1,0,Fitness,Português,Não,643492,12.0,243,26,2932.0,39612,2229.0,183,Não,Manhã,Sexta,1.0502050780361831,-0.8861673854562443
55,-0.3615484687570713,-1.2661803424489142,6.0,0,4,Educação,Português,Sim,623679,70.0,64,25,4573.0,1495,2474.0,818,Sim,Tarde,Domingo,1.0260216633693853,-1.171994072711515
6,-0.2467371589222828,-0.5529682956351685,39.0,1,1,Tecnologia,Português,Não,396590,109.0,271,25,2569.0,29211,3844.0,846,Não,Manhã,Sexta,-1.815175998890686,0.8103319953154255
26,1.360621178764756,-0.0006861465640114,9.0,0,0,Música,Português,Não,52910,16.0,7,21,8401.0,31869,3160.0,485,Não,Tarde,Domingo,0.0292656723666827,-0.7663380252241976
53,-1.6244728769397447,-0.2676834769096701,13.0,1,0,Música,Português,Não,856422,51.0,52,19,1155.0,29814,4827.0,944,Não,Manhã,Sábado,0.9763315597867064,-0.3836590624417034
41,0.6334828831444288,1.4440254354433195,11.0,0,2,Educação,Português,Não,776206,105.0,247,11,8028.0,37939,915.0,372,Não,Manhã,Sexta,0.6329538058022793,-0.5589787941999002
57,1.4754324885995445,-1.1052504447063254,9.0,0,4,Tecnologia,Inglês,Não,380491,32.0,332,14,7954.0,18335,564.0,887,Não,Tarde,Domingo,1.0739678901879848,-0.7663380252241976
42,-1.3948502572701678,-1.3978502587837596,34.0,1,0,Gaming,Português,Não,843832,33.0,223,19,3595.0,38955,4831.0,807,Não,Tarde,Domingo,0.665104165835797,0.658463135817278
42,-0.514630215203456,0.4418710722281077,6.0,1,2,Gaming,Português,Não,741966,56.0,479,14,8069.0,8502,3074.0,51,Não,Noite,Sábado,0.665104165835797,-1.171994072711515
51,-0.1701962856990905,0.8954007840481306,49.0,0,0,Fitness,Português,Sim,668000,72.0,95,3,3801.0,978,2707.0,748,Não,Manhã,Seg-Qui,0.9247659208935008,1.064119183304595
10,-0.0936554124758982,-0.6517207328863025,17.0,1,0,Música,Português,Sim,24798,43.0,153,24,1274.0,29962,1268.0,214,Não,Noite,Domingo,-1.1976164035785213,-0.097832375186433
34,0.8248350662024097,0.0249163371677639,50.0,1,0,Culinária,Português,Sim,891681,65.0,219,13,4222.0,41493,2102.0,52,Não,Tarde,Seg-Qui,0.3838428928192983,1.0866412461950363
58,-0.3615484687570713,-0.3006009559933815,5.0,1,4,Música,Espanhol,Não,619940,38.0,284,16,1525.0,42849,2838.0,176,Não,Tarde,Domingo,1.0973244804669642,-1.347313804469712
4,1.0927281224835828,-1.577067644906188,39.0,0,4,Fitness,Português,Sim,171054,15.0,156,23,2607.0,44414,4520.0,837,Não,Tarde,Domingo,-2.2749071877421576,0.8103319953154255
5,-0.514630215203456,0.4638160582839152,12.0,1,0,Culinária,Inglês,Sim,329749,12.0,455,6,4739.0,33532,2939.0,205,Não,Manhã,Seg-Qui,-2.025796274759177,-0.4679440608192257
25,0.1359672071936787,-0.9077455702040572,16.0,1,0,Tecnologia,Inglês,Não,244834,37.0,269,2,844.0,40345,3875.0,240,Não,Madrugada,Sábado,-0.0222999665265228,-0.1628401830882425
53,0.0976967705820825,1.0087832120031364,23.0,0,0,Fitness,Português,Não,191938,120.0,432,3,8579.0,25756,4608.0,379,Não,Noite,Seg-Qui,0.9763315597867064,0.2293562160699116
45,1.398891615376352,0.471131053635851,27.0,1,0,Gaming,Inglês,Não,603135,95.0,294,30,2503.0,12312,3805.0,669,Não,Manhã,Seg-Qui,0.7572510261804744,0.4046759478281083
48,1.2458098689299677,1.535462877342518,6.0,1,2,Culinária,Inglês,Sim,66124,19.0,86,18,8610.0,17010,452.0,951,Não,Madrugada,Seg-Qui,0.8435740816707699,-1.171994072711515
49,-1.3565798206585715,-0.7541306678134044,19.0,1,0,Música,Português,Sim,193817,57.0,87,6,9487.0,18978,535.0,396,Não,Manhã,Sexta,0.8711775913878507,0.0219969850456136
13,0.939646376037198,1.330643007488314,39.0,1,0,Culinária,Português,Sim,265546,66.0,467,9,9089.0,42344,4422.0,833,Não,Noite,Seg-Qui,-0.8681101114706627,0.8103319953154255
22,-1.3565798206585715,0.7454433793334456,39.0,0,0,Fitness,Espanhol,Sim,67924,68.0,19,24,5951.0,44441,4939.0,611,Não,Tarde,Sábado,-0.1898148612395493,0.8103319953154255
15,0.5186715733096403,1.6634752960013952,33.0,0,4,Culinária,Português,Não,658511,82.0,319,28,2884.0,2756,2881.0,945,Não,Madrugada,Sábado,-0.6856625297720478,0.6254948271815692
15,0.3655898268632557,0.975865732919425,34.0,1,2,Gaming,Português,Não,652963,104.0,211,10,3262.0,26065,1332.0,381,Não,Manhã,Sexta,-0.6856625297720478,0.658463135817278
2,-0.0936554124758982,-0.5822282770429119,26.0,1,0,Fitness,Português,Sim,111145,60.0,150,27,5717.0,28783,1439.0,897,Não,Manhã,Domingo,-2.972862162179201,0.3633140438270346
51,-0.3232780321454752,-0.0482336163515945,1.0,1,1,Tecnologia,Português,Não,169740,55.0,251,25,2070.0,26519,1823.0,247,Não,Manhã,Sábado,0.9247659208935008,-2.596795233752991
33,0.2890489536400634,-0.1030960814911134,2.0,1,4,Tecnologia,Português,Sim,480675,79.0,83,1,4468.0,639,4814.0,927,Não,Tarde,Domingo,0.3442364310130055,-2.135648814739524
43,1.0544576858719863,-0.3774084071887079,33.0,1,4,Culinária,Português,Sim,768280,59.0,18,29,6594.0,7631,1730.0,91,Não,Manhã,Domingo,0.6965153712615255,0.6254948271815692
10,0.3655898268632557,-0.9333480539358328,4.0,1,2,Tecnologia,Inglês,Sim,681391,93.0,406,18,1934.0,44693,2546.0,398,Não,Tarde,Sábado,-1.1976164035785213,-1.5546730354940097
42,-1.0886867643773983,0.9466057515116816,31.0,1,1,Gaming,Português,Sim,11565,95.0,107,27,8775.0,48431,1684.0,632,Não,Madrugada,Sexta,0.665104165835797,0.5565448073262559
3,1.0161872492603905,0.6942384118698947,15.0,0,0,Educação,Inglês,Sim,486896,25.0,398,10,4721.0,34961,1886.0,714,Não,Manhã,Sábado,-2.579794304612095,-0.2317902029435559
18,-0.5911710884266483,-1.620957617017803,15.0,0,0,Gaming,Português,Não,338184,44.0,229,1,4929.0,47417,561.0,126,Sim,Manhã,Sábado,-0.4508588392367588,-0.2317902029435559
40,-0.5529006518150521,-0.1762460350104719,18.0,0,2,  Vlogs,Inglês,Não,654835,92.0,344,15,524.0,21496,3973.0,259,Sim,Tarde,Domingo,0.60002866420041,-0.0363402640868382
54,-0.1701962856990905,1.6927352774091389,7.0,1,4,Vlogs,Português,Sim,252670,31.0,470,7,9184.0,36381,3367.0,739,Não,Noite,Sábado,1.0014024881314636,-1.0201252132133678
25,0.7100237563676212,-1.4490552262473106,42.0,1,1,Gaming,Espanhol,Não,630200,96.0,483,30,194.0,27339,4878.0,177,Não,Madrugada,Sábado,-0.0222999665265228,0.892584237101993
22,-0.3998189053686675,-1.18571539357762,48.0,1,0,Tecnologia,Inglês,Não,528204,62.0,62,21,1479.0,19862,4594.0,355,Não,Madrugada,Sexta,-0.1898148612395493,1.0411420985997728
42,0.0976967705820825,0.7747033607411891,43.0,0,1,Fitness,Inglês,Não,543276,98.0,411,30,453.0,11254,4397.0,167,Não,Madrugada,Seg-Qui,0.665104165835797,0.9187308371229655
11,-0.1701962856990905,-1.0869629563264858,39.0,1,1,Música,Português,Não,207763,118.0,385,4,2384.0,18557,4981.0,997,Sim,Tarde,Sexta,-1.0787303873391532,0.8103319953154255
39,1.0927281224835828,-0.5456533002832326,11.0,1,0,Fitness,Português,Não,405732,94.0,419,4,3811.0,49035,4521.0,510,Não,Noite,Domingo,0.5662904745179133,-0.5589787941999002
41,0.0976967705820825,1.630557816917684,4.0,1,2,  Culinária,Português,Não,287704,27.0,263,15,327.0,22690,1012.0,917,Não,Madrugada,Sexta,0.6329538058022793,-1.5546730354940097
9,0.3273193902516595,0.4382135745521397,50.0,1,1,Música,Português,Não,230494,71.0,236,23,9208.0,-257,4271.0,125,Não,Manhã,Sexta,-1.3278413003221337,1.0866412461950363
48,0.6334828831444288,0.5113635280714983,30.0,1,0,Gaming,Português,Não,272560,74.0,362,27,8637.0,35934,1828.0,856,Não,Madrugada,Domingo,0.8435740816707699,0.5204361552046979
29,-1.0886867643773983,1.6488453052975236,12.0,1,1,Gaming,Português,Não,474756,92.0,93,18,4473.0,11470,2275.0,392,Sim,Tarde,Sexta,0.1732226169508078,-0.4679440608192257
46,0.671753319756025,0.8112783375008683,5.0,1,0,Vlogs,Português,Sim,891956,112.0,337,23,7542.0,5566,768.0,130,Não,Tarde,Domingo,0.7866355406153093,-1.347313804469712
60,0.6334828831444288,-0.4578733560600023,3.0,0,0,Tecnologia,Português,Não,743123,63.0,383,6,7854.0,13209,3873.0,268,Sim,Madrugada,Sexta,1.142872940201921,-1.8084602234831797
30,-1.4331206938817638,1.6122703285378444,18.0,1,0,Culinária,Português,Sim,188912,111.0,402,7,3904.0,34282,2584.0,449,Não,Tarde,Sexta,0.2180242456974106,-0.0363402640868382
27,-0.4763597785918598,1.3928204679797689,20.0,0,0,Música,Português,Sim,191835,114.0,488,4,4306.0,7114,2286.0,202,Não,Manhã,Seg-Qui,0.078955775949361,0.0774873565717642
48,-0.055384975864302,0.822250830528772,1.0,1,0,Fitness,Português,Não,396739,102.0,91,18,8447.0,14118,891.0,48,Não,Noite,Sexta,0.8435740816707699,-2.596795233752991
8,-0.6294415250382445,-0.6334332445064629,14.0,1,1,Gaming,Português,Sim,95760,49.0,241,13,4472.0,4570,4939.0,440,Não,Manhã,Sexta,-1.4717982449062588,-0.3051916062107305
38,0.7482941929792173,0.0322313325196998,13.0,1,0,Vlogs,Português,Sim,328647,16.0,133,24,9323.0,4578,4381.0,459,Não,Madrugada,Domingo,0.5316980633263948,-0.3836590624417034
60,0.1359672071936787,-1.5185476820907011,30.0,1,0,Vlogs,Inglês,Sim,252636,115.0,257,10,3305.0,23410,2006.0,107,Não,Noite,Sábado,1.142872940201921,0.5204361552046979
35,-0.7825232714846291,-1.4527127239232784,6.0,1,0,Educação,Inglês,Sim,235428,55.0,187,7,9466.0,32121,1128.0,221,Não,Madrugada,Domingo,0.4223335299337882,-1.171994072711515
9,-0.6294415250382445,0.8954007840481306,3.0,0,0,Gaming,Português,Não,263151,88.0,267,5,7014.0,45528,1346.0,767,Sim,Madrugada,Sábado,-1.3278413003221337,-1.8084602234831797
20,0.3655898268632557,-1.07964796097455,41.0,1,0,Culinária,Inglês,Não,6409,116.0,351,17,9579.0,38022,1627.0,592,Não,Tarde,Domingo,-0.3141120816177444,0.865822366841576
10,-1.0504163277658023,0.8844282910202268,22.0,1,0,Gaming,Português,Não,123050,11.0,27,28,9097.0,24761,505.0,645,Não,Manhã,Sábado,-1.1976164035785213,0.180952017061532
22,0.4038602634748519,-1.3320153006163369,16.0,0,4,Culinária,Português,Sim,324477,50.0,378,5,1672.0,10431,1111.0,671,Não,Madrugada,Sábado,-0.1898148612395493,-0.1628401830882425
14,0.8248350662024097,1.615927826213812,21.0,1,1,Gaming,Português,Não,380995,86.0,113,25,4860.0,15893,1605.0,643,Não,Tarde,Sexta,-0.7738432704692159,0.1303958268531543
48,-1.6627433135513408,1.583010347130101,1.0,1,0,Culinária,Português,Não,291262,11.0,343,1,6058.0,23055,4307.0,735,Sim,Manhã,Seg-Qui,0.8435740816707699,-2.596795233752991
40,0.0594263339704864,0.1163537790669621,44.0,1,4,Culinária,Espanhol,Não,491393,30.0,305,20,9099.0,47078,960.0,993,Não,Manhã,Sábado,0.60002866420041,0.9442898230725484
30,0.3273193902516595,-0.5639407886630723,43.0,1,4,Tecnologia,Português,Não,437967,82.0,196,19,7154.0,7378,3807.0,686,Não,Manhã,Sexta,0.2180242456974106,0.9187308371229655
37,-0.514630215203456,0.171216244206481,18.0,0,0,Gaming,Português,Sim,183194,85.0,486,3,9175.0,20032,670.0,996,Sim,Manhã,Sábado,0.4962070481832649,-0.0363402640868382
58,0.3655898268632557,0.2480236954018075,27.0,1,0,Tecnologia,Português,Não,680796,1.0,432,7,2939.0,35143,845.0,650,Sim,Tarde,Sábado,1.0973244804669642,0.4046759478281083
35,1.7050551082691214,1.6634752960013952,34.0,1,1,Vlogs,Português,Sim,669519,64.0,141,20,9449.0,1717,3498.0,755,Não,Tarde,Sábado,0.4223335299337882,0.658463135817278
31,-0.2084667223106867,-0.2128210117701512,28.0,1,4,Fitness,Inglês,Não,307457,62.0,364,30,6238.0,888,2176.0,617,Sim,Madrugada,Seg-Qui,0.2614033576479759,0.4445862536616421
25,1.0161872492603905,-1.3905352634318238,10.0,0,2,Culinária,Português,Não,407111,117.0,341,25,2938.0,40254,174.0,729,Não,Madrugada,Seg-Qui,-0.0222999665265228,-0.6579391834166575
20,1.6667846716575252,0.1273262720948659,7.0,1,2,Gaming,Inglês,Sim,996425,85.0,443,8,6148.0,33227,4381.0,837,Sim,Tarde,Seg-Qui,-0.3141120816177444,-1.0201252132133678
20,-1.3183093840469753,-0.9333480539358328,4.0,0,0,Culinária,Inglês,Sim,717597,44.0,378,3,2347.0,8707,1432.0,659,Sim,Tarde,Domingo,-0.3141120816177444,-1.5546730354940097
7,-0.8207937080962253,-1.2552078494210104,21.0,1,0,Culinária,Inglês,Sim,698234,28.0,144,25,4860.0,38589,2129.0,472,Não,Manhã,Sexta,-1.6327284171920715,0.1303958268531543
28,1.7050551082691214,0.4565010629319794,1.0,1,0,Música,Português,Sim,419970,51.0,212,9,6005.0,42217,4445.0,625,Não,Noite,Seg-Qui,0.1269020027679615,-2.596795233752991
54,-0.2467371589222828,0.0249163371677639,11.0,0,1,Tecnologia,Português,Não,621400,101.0,96,30,4507.0,10906,1757.0,478,Não,Madrugada,Domingo,1.0014024881314636,-0.5589787941999002
18,1.4371620519879482,-1.0723329656226142,9.0,1,4,Fitness,Português,Não,533981,100.0,104,24,3196.0,36765,3306.0,737,Sim,Madrugada,Seg-Qui,-0.4508588392367588,-0.7663380252241976
7,-0.0171145392527058,1.6415303099455878,39.0,0,0,Gaming,Português,Sim,228026,53.0,333,4,3941.0,34028,1397.0,221,Não,Madrugada,Seg-Qui,-1.6327284171920715,0.8103319953154255
59,1.5137029252111405,1.6122703285378444,36.0,0,0,Tecnologia,Português,Não,463440,114.0,472,1,5641.0,29074,3841.0,284,Não,Noite,Domingo,1.120288504370831,0.7216642284704005
36,1.6667846716575252,-1.127195430762133,42.0,1,4,Vlogs,Espanhol,Não,27234,32.0,74,7,3174.0,48695,2621.0,759,Sim,Noite,Sexta,0.4597694952404678,0.892584237101993
44,-1.4331206938817638,0.8734557979923231,16.0,1,4,Culinária,Português,Não,502650,75.0,328,21,1617.0,10168,3414.0,988,Não,Tarde,Domingo,0.7272206468037256,-0.1628401830882425
46,-0.0936554124758982,-1.0284429935109989,10.0,1,0,Gaming,Português,Sim,417641,100.0,6,24,841.0,1650,4896.0,151,Não,Noite,Seg-Qui,0.7866355406153093,-0.6579391834166575
3,1.169268995706775,1.575695351778165,11.0,0,0,Gaming,Português,Não,744509,116.0,127,13,6166.0,48509,4462.0,740,Não,Manhã,Domingo,-2.579794304612095,-0.5589787941999002
56,0.5569420099212365,-1.6355876077216749,12.0,1,4,Música,Português,Sim,941115,24.0,190,4,6511.0,47561,984.0,180,Não,Manhã,Domingo,1.0502050780361831,-0.4679440608192257
20,1.0544576858719863,-0.3700934118367721,8.0,1,0,Gaming,Português,Não,462442,118.0,452,10,1360.0,3410,607.0,385,Não,Tarde,Sábado,-0.3141120816177444,-0.8861673854562443
37,-0.514630215203456,1.6634752960013952,47.0,0,4,Tecnologia,Inglês,Não,374254,6.0,455,1,3475.0,45451,2686.0,838,Sim,Tarde,Domingo,0.4962070481832649,1.0176912263397235
27,0.442130700086448,1.4623129238231594,30.0,1,1,Vlogs,Inglês,Não,555129,50.0,361,11,3069.0,403,1837.0,714,Não,Madrugada,Domingo,0.078955775949361,0.5204361552046979
34,-1.6627433135513408,-0.0628636070554662,0.0,1,0,Educação,Português,Não,322783,52.0,133,13,2533.0,38147,4821.0,432,Não,Madrugada,Sábado,0.3838428928192983,-3.3851302440228026
58,0.3655898268632557,0.3138586535692302,2.0,1,0,Música,Português,Não,379115,25.0,337,16,3294.0,7015,2142.0,158,Não,Noite,Domingo,1.0973244804669642,-2.135648814739524
4,-1.3565798206585715,1.0014682166512006,21.0,0,4,Culinária,Inglês,Não,153073,57.0,473,2,6596.0,31226,1096.0,941,Não,Manhã,Sábado,-2.2749071877421576,0.1303958268531543
21,0.442130700086448,1.096563156226367,17.0,1,0,Tecnologia,Português,Não,913091,25.0,255,2,8918.0,34846,4582.0,237,Não,Tarde,Sexta,-0.2505505161584976,-0.097832375186433
